Gene stable ID	Gene name	NCBI gene ID
WBGene00012376	nduf-7	172734
WBGene00012377	C12C8.t1	
WBGene00012378	W10G6.1	189335
WBGene00012379	Y1A5A.1	175515
WBGene00012380	Y1A5A.2	189349
WBGene00012381	Y2H9A.4	189352
WBGene00012382	ttr-16	178002
WBGene00012383	ttr-17	178003
WBGene00012384	Y5F2A.3	
WBGene00012385	Y5F2A.4	178004
WBGene00012386	agef-1	173231
WBGene00012387	Y6B3B.1	189366
WBGene00012388	Y6B3B.3	189367
WBGene00012389	Y6B3B.4	189368
WBGene00012390	gpap-1	173241
WBGene00012391	Y6B3B.7	189369
WBGene00012393	Y6B3B.9	173239
WBGene00012394	hsd-1	189371
WBGene00012395	Y6D1A.1	174818
WBGene00012396	Y6D1A.2	174817
WBGene00012397	Y6E2A.1	189372
WBGene00012398	Y6E2A.4	189374
WBGene00012399	Y6E2A.5	189376
WBGene00012400	Y6E2A.7	189378
WBGene00012401	irld-57	189379
WBGene00012402	sfxn-1.3	180055
WBGene00012403	srz-45	
WBGene00012404	Y6G8.2	180157
WBGene00012405	ztf-25	180158
WBGene00012406	srz-91	3565033
WBGene00012407	Y7A5A.1	181666
WBGene00012408	Y7A5A.2	189381
WBGene00012409	Y7A5A.3	189382
WBGene00012411	Y7A5A.5	189384
WBGene00012412	Y7A5A.6	189385
WBGene00012413	Y7A5A.7	189386
WBGene00012414	Y7A5A.8	189387
WBGene00012415	Y7A5A.9	189388
WBGene00012416	Y7A9A.1	178453
WBGene00012418	Y7A9C.1	
WBGene00012419	srz-73	
WBGene00012420	Y7A9D.1	178455
WBGene00012421	Y9C2UA.1	189405
WBGene00012423	Y10G11A.1	178457
WBGene00012424	dlc-3	259606
WBGene00012425	dlc-4	3565151
WBGene00012426	Y11D7A.1	
WBGene00012428	Y11D7A.3	177745
WBGene00012429	Y11D7A.5	189430
WBGene00012431	Y11D7A.7	189432
WBGene00012432	Y11D7A.8	189433
WBGene00012433	Y11D7A.9	189434
WBGene00012434	Y11D7A.10	177747
WBGene00012435	flh-1	177749
WBGene00012436	flh-3	189435
WBGene00012437	nmy-3	177750
WBGene00012439	Y12A6A.1	181482
WBGene00012440	nlp-53	181483
WBGene00012441	glb-28	189438
WBGene00012442	Y15E3A.3	189439
WBGene00012443	Y15E3A.4	181623
WBGene00012444	Y15E3A.5	181624
WBGene00012445	Y16B4A.2	181572
WBGene00012446	nhr-230	189442
WBGene00012448	cyp-33D3	189444
WBGene00012449	nhr-231	189445
WBGene00012450	Y17D7B.2	189446
WBGene00012451	Y17D7B.3	189447
WBGene00012452	Y17D7B.4	189448
WBGene00012453	Y17D7B.5	
WBGene00012454	clec-256	189450
WBGene00012455	Y17D7C.1	189451
WBGene00012456	Y17D7C.2	189452
WBGene00012457	acbp-6	189453
WBGene00012458	ash-2	174838
WBGene00012459	Y17G7B.3	174839
WBGene00012460	dhps-1	174840
WBGene00012461	glb-29	189454
WBGene00012462	Y17G7B.8	189455
WBGene00012463	Y17G7B.10	174846
WBGene00012464	arrd-7	174847
WBGene00012465	Y17G7B.12	174842
WBGene00012466	ippk-1	189456
WBGene00012467	arrd-8	189457
WBGene00012468	Y17G7B.17	174849
WBGene00012469	Y17G7B.18	174850
WBGene00012470	Y17G7B.19	189458
WBGene00012471	Y17G7B.20	174837
WBGene00012472	Y17G7B.21	259466
WBGene00012473	Y17G7B.22	259467
WBGene00012474	attf-6	173148
WBGene00012475	Y18D10A.2	189471
WBGene00012476	Y18D10A.3	189472
WBGene00012477	Y18D10A.4	189473
WBGene00012478	mxt-1	173151
WBGene00012479	Y18D10A.9	173152
WBGene00012480	clec-104	189475
WBGene00012481	Y18D10A.11	173153
WBGene00012482	clec-106	173154
WBGene00012483	coa-5	173157
WBGene00012484	car-1	173158
WBGene00012485	fbxa-121	
WBGene00012486	Y18D10A.21	189477
WBGene00012487	Y18D10A.23	173155
WBGene00012488	clec-105	3564776
WBGene00012489	Y19D2B.1	189479
WBGene00012490	Y19D2B.2	3565217
WBGene00012491	Y20C6A.1	180151
WBGene00012492	fbxb-7	189498
WBGene00012493	Y20C6A.3	
WBGene00012494	nhr-232	179426
WBGene00012496	Y24F12A.1	178085
WBGene00012497	ragc-1	178084
WBGene00012498	Y24F12A.3	
WBGene00012499	Y24F12A.4	
WBGene00012500	hpo-2	173178
WBGene00012501	Y26D4A.3	189544
WBGene00012502	clec-107	189545
WBGene00012503	Y26D4A.5	189546
WBGene00012504	clec-108	189547
WBGene00012505	pals-13	189548
WBGene00012509	Y26D4A.12	3564819
WBGene00012510	Y26D4A.13	3564978
WBGene00012512	ekl-5	181500
WBGene00012513	Y26E6A.2	189552
WBGene00012514	Y26E6A.3	3564786
WBGene00012515	Y26G10.1	189553
WBGene00012516	sqst-4	189561
WBGene00012517	srbc-73	
WBGene00012518	comt-2	189563
WBGene00012519	Y32B12A.4	
WBGene00012520	Y32B12A.5	189565
WBGene00012521	Y32B12B.1	189566
WBGene00012522	Y32B12B.2	180109
WBGene00012523	srbc-65	189567
WBGene00012524	Y32B12B.4	180110
WBGene00012525	Y32B12C.1	189572
WBGene00012526	Y32B12C.3	
WBGene00012527	set-22	179457
WBGene00012528	pap-1	179458
WBGene00012529	Y32F6A.4	179456
WBGene00012530	Y32F6A.5	179459
WBGene00012531	Y32F6B.1	179463
WBGene00012532	crp-1	179462
WBGene00012533	fbxa-209	189597
WBGene00012535	Y37A1A.2	178355
WBGene00012536	Y37A1A.3	189599
WBGene00012537	Y37A1B.4	189600
WBGene00012538	Y37A1B.5	178360
WBGene00012540	Y37A1B.7	178359
WBGene00012541	irld-55	189602
WBGene00012542	irld-56	189603
WBGene00012543	nkcc-1	3565648
WBGene00012544	Y37D8A.2	176698
WBGene00012545	Y37D8A.3	189612
WBGene00012546	Y37D8A.4	176699
WBGene00012547	Y37D8A.5	189613
WBGene00012548	Y37D8A.6	189614
WBGene00012549	Y37D8A.8	189616
WBGene00012550	spcs-2	176703
WBGene00012551	cec-7	176704
WBGene00012552	enu-3.5	176705
WBGene00012553	cox-5A	176707
WBGene00012554	Y37D8A.16	176709
WBGene00012555	npp-25	189617
WBGene00012556	mrps-10	189618
WBGene00012557	Y37D8A.19	176711
WBGene00012558	rbm-7	176710
WBGene00012559	epg-3	176712
WBGene00012560	Y37D8A.25	3565405
WBGene00012561	Y37D8A.26	259541
WBGene00012562	Y37H2A.1	180186
WBGene00012564	fbxa-107	189628
WBGene00012565	fbxa-210	180187
WBGene00012566	fbxa-211	189629
WBGene00012567	Y37H2A.7	189630
WBGene00012568	fbxa-212	
WBGene00012569	fbxc-46	
WBGene00012570	Y37H2A.10	189633
WBGene00012571	Y37H2A.11	189634
WBGene00012572	Y37H2B.1	
WBGene00012573	Y37H2C.1	
WBGene00012574	fbxa-213	189636
WBGene00012575	Y37H2C.4	189637
WBGene00012576	Y37H9A.1	173243
WBGene00012577	Y37H9A.2	189638
WBGene00012578	Y37H9A.3	173244
WBGene00012579	Y38E10A.1	189652
WBGene00012580	Y38E10A.2	189653
WBGene00012581	Y38E10A.3	174892
WBGene00012582	clec-8	174893
WBGene00012583	clec-4	189654
WBGene00012584	ceh-100	174894
WBGene00012585	lips-15	174895
WBGene00012586	Y38E10A.8	189655
WBGene00012587	Y38E10A.9	189656
WBGene00012588	lips-16	
WBGene00012589	nspe-4	189658
WBGene00012590	nspe-3	189659
WBGene00012591	nspe-1	189660
WBGene00012592	Y38E10A.14	174896
WBGene00012593	nspe-7	189661
WBGene00012594	nspe-5	189662
WBGene00012595	Y38E10A.17	174897
WBGene00012596	nhr-234	189663
WBGene00012597	nhr-235	189664
WBGene00012598	Y38E10A.20	189665
WBGene00012600	Y38E10A.22	189667
WBGene00012602	Y38E10A.24	174898
WBGene00012603	nspe-6	3564817
WBGene00012604	nspe-2	3565123
WBGene00012605	Y38F1A.1	174938
WBGene00012606	Y38F1A.2	174939
WBGene00012607	Y38F1A.4	189672
WBGene00012608	hphd-1	174942
WBGene00012609	Y38F1A.7	189673
WBGene00012610	Y38F1A.8	189674
WBGene00012612	Y38H6A.1	189680
WBGene00012614	Y38H6A.3	180333
WBGene00012615	dct-16	180345
WBGene00012616	dct-14	189684
WBGene00012617	Y38H6C.4	189685
WBGene00012618	dct-10	
WBGene00012620	Y38H6C.7	
WBGene00012621	Y38H6C.8	189689
WBGene00012622	Y38H6C.9	189690
WBGene00012623	fbxa-149	
WBGene00012624	fbxa-150	189692
WBGene00012625	Y38H6C.13	189694
WBGene00012626	famh-161	189695
WBGene00012627	Y38H6C.15	189696
WBGene00012628	Y38H6C.16	189697
WBGene00012629	slc-36.3	189698
WBGene00012630	Y38H6C.18	189699
WBGene00012631	Y38H6C.19	180346
WBGene00012632	Y38H6C.20	189700
WBGene00012633	Y38H6C.21	189701
WBGene00012634	Y38H6C.23	3565171
WBGene00012635	Y38H8A.1	178317
WBGene00012636	Y38H8A.2	189703
WBGene00012637	Y38H8A.3	178315
WBGene00012638	Y38H8A.4	178314
WBGene00012639	fezf-1	3564888
WBGene00012640	Y38H8A.7	3565211
WBGene00012641	epg-6	189705
WBGene00012642	Y39A1A.2	189706
WBGene00012643	Y39A1A.3	176479
WBGene00012644	rabx-5	176481
WBGene00012645	mrpl-22	176482
WBGene00012646	lron-10	189707
WBGene00012647	swt-4	189708
WBGene00012648	Y39A1A.9	176484
WBGene00012649	Y39A1A.10	189709
WBGene00012650	orc-1	176486
WBGene00012651	orc-4	176487
WBGene00012652	Y39A1A.14	176488
WBGene00012653	C12C8.t2	
WBGene00012654	Y39A1A.16	189710
WBGene00012655	Y39A1A.17	189711
WBGene00012656	Y39A1A.18	189712
WBGene00012657	Y39A1A.20	176492
WBGene00012658	Y39A1A.21	176493
WBGene00012659	Y39A1A.22	3565273
WBGene00012660	Y39A1A.24	3564902
WBGene00012661	clec-163	189714
WBGene00012662	Y39A1C.1	189715
WBGene00012663	hex-3	189716
WBGene00012664	Y39B6A.1	180264
WBGene00012665	pph-5	180263
WBGene00012666	Y39B6A.3	180262
WBGene00012668	Y39B6A.5	180260
WBGene00012669	Y39B6A.7	189736
WBGene00012670	Y39B6A.8	180259
WBGene00012671	Y39B6A.9	189735
WBGene00012672	Y39B6A.10	180258
WBGene00012673	dyf-17	189733
WBGene00012674	bed-1	180257
WBGene00012675	Y39B6A.13	189731
WBGene00012676	pro-3	180256
WBGene00012678	zhp-4	3565475
WBGene00012679	Y39B6A.18	
WBGene00012680	Y39B6A.21	
WBGene00012681	asp-15	189740
WBGene00012682	asp-16	260226
WBGene00012683	asp-17	180250
WBGene00012684	Y39B6A.25	180249
WBGene00012686	Y39B6A.27	260227
WBGene00012688	Y39B6A.29	189739
WBGene00012689	Y39B6A.30	180248
WBGene00012690	Y39B6A.31	
WBGene00012692	Y39B6A.33	180246
WBGene00012693	Y39B6A.34	180245
WBGene00012694	gtf-2F2	180243
WBGene00012695	Y39B6A.37	180242
WBGene00012696	reps-1	180241
WBGene00012697	mrps-35	180240
WBGene00012698	sws-1	189734
WBGene00012699	Y39B6A.41	189732
WBGene00012700	Y39B6A.42	180239
WBGene00012701	Y39B6A.43	180238
WBGene00012702	ztf-20	189730
WBGene00012703	nhr-145	180255
WBGene00012704	mlt-3	189743
WBGene00012705	sre-18	189745
WBGene00012706	sre-17	
WBGene00012707	sre-16	189747
WBGene00012708	sre-19	189748
WBGene00012709	sre-15	189749
WBGene00012710	Y39C12A.9	178172
WBGene00012711	Y39E4A.1	176714
WBGene00012712	ttm-1	176715
WBGene00012713	bckd-1A	176716
WBGene00012714	abce-1	176733
WBGene00012715	snpc-1.2	176734
WBGene00012716	Y39E4B.5	176735
WBGene00012717	Y39E4B.6	176728
WBGene00012718	dhhc-8	176731
WBGene00012719	Y39E4B.10	189754
WBGene00012720	Y39E4B.11	189755
WBGene00012721	Y39E4B.13	189756
WBGene00012722	Y39G8B.1	175047
WBGene00012723	Y39G8B.2	175048
WBGene00012724	sre-48	189762
WBGene00012725	sre-47	189763
WBGene00012726	Y39G8B.5	189764
WBGene00012727	Y39G8B.7	189765
WBGene00012728	Y39G8B.9	3565341
WBGene00012729	Y39G8B.10	3565251
WBGene00012730	xrn-1	175059
WBGene00012731	Y39G8C.2	175061
WBGene00012732	Y40B1A.1	189780
WBGene00012733	Y40B1A.2	189781
WBGene00012734	Y40B1A.3	189782
WBGene00012735	sptf-3	189783
WBGene00012738	eif-3.J	173213
WBGene00012739	Y40B1B.7	173211
WBGene00012740	slc-25A46	173212
WBGene00012741	Y40H4A.2	189799
WBGene00012742	Y40H7A.2	189801
WBGene00012743	Y40H7A.3	189802
WBGene00012744	Y40H7A.4	189803
WBGene00012745	Y40H7A.7	
WBGene00012746	Y40H7A.9	
WBGene00012747	Y40H7A.10	189809
WBGene00012748	Y40H7A.11	189810
WBGene00012749	Y41C4A.1	
WBGene00012750	faah-6	176596
WBGene00012752	C12C8.t3	
WBGene00012753	Y41C4A.6	176599
WBGene00012754	Y41C4A.7	176600
WBGene00012755	Y41C4A.8	176603
WBGene00012756	Y41C4A.9	176604
WBGene00012757	Y41C4A.11	29991192
WBGene00012758	Y41C4A.12	176606
WBGene00012759	sup-1	189815
WBGene00012760	Y41C4A.17	353422
WBGene00012761	Y41C4A.18	176607
WBGene00012762	Y41E3.1	178413
WBGene00012763	atln-2	189829
WBGene00012764	Y41E3.6	189831
WBGene00012765	Y41E3.7	178416
WBGene00012766	Y41E3.8	178417
WBGene00012767	fcd-2	178418
WBGene00012768	eef-1B.2	178419
WBGene00012769	hrpu-1	178421
WBGene00012770	srt-47	189832
WBGene00012771	Y41E3.13	189833
WBGene00012772	srt-49	189834
WBGene00012773	srt-48	189835
WBGene00012775	srt-50	13203954
WBGene00012776	Y42A5A.1	179536
WBGene00012777	lact-8	189839
WBGene00012778	Y42A5A.3	189840
WBGene00012779	cdkl-1	189841
WBGene00012780	Y42A5A.5	3565757
WBGene00012781	nspd-7	177910
WBGene00012782	Y43C5A.2	177911
WBGene00012783	Y43C5A.3	189848
WBGene00012784	Y43C5A.4	177912
WBGene00012785	Y43C5B.2	189849
WBGene00012786	Y43C5B.3	177922
WBGene00012787	Y43D4A.1	189850
WBGene00012788	Y43D4A.2	189851
WBGene00012789	Y43D4A.3	189852
WBGene00012790	Y43D4A.4	189853
WBGene00012791	Y43D4A.5	189854
WBGene00012792	Y43D4A.6	189855
WBGene00012793	Y43D4A.7	
WBGene00012794	Y43E12A.2	177993
WBGene00012795	Y43E12A.3	177995
WBGene00012796	Y43F4A.1	176737
WBGene00012798	Y43F4A.3	189860
WBGene00012799	Y43F4A.4	189861
WBGene00012802	set-25	3565129
WBGene00012803	Y43F4B.5	176749
WBGene00012804	Y43F4B.7	259544
WBGene00012806	Y43F4B.9	176753
WBGene00012807	Y43F4B.10	176752
WBGene00012808	Y43F8A.1	189865
WBGene00012809	Y43F8A.2	180269
WBGene00012810	nceh-1	189866
WBGene00012811	Y43F8A.5	180270
WBGene00012812	Y43F8B.1	180279
WBGene00012813	Y43F8B.2	180278
WBGene00012814	Y43F8B.3	180277
WBGene00012815	phy-4	189869
WBGene00012816	scl-21	189870
WBGene00012817	Y43F8B.6	
WBGene00012818	Y43F8B.7	189872
WBGene00012819	Y43F8B.9	180276
WBGene00012820	Y43F8B.10	189873
WBGene00012821	Y43F8B.11	189874
WBGene00012822	Y43F8B.12	189875
WBGene00012823	Y43F8B.13	180275
WBGene00012824	Y43F8B.14	189876
WBGene00012825	Y43F8C.3	180282
WBGene00012826	dyf-19	180283
WBGene00012827	Y43F8C.5	180284
WBGene00012828	Y43F8C.6	180285
WBGene00012829	Y43F8C.7	180286
WBGene00012830	mrps-28	180287
WBGene00012831	Y43F8C.9	180288
WBGene00012832	dmd-3	189878
WBGene00012833	Y43F8C.11	189879
WBGene00012834	Y43F8C.13	180290
WBGene00012835	ani-3	180291
WBGene00012836	Y43F8C.15	180293
WBGene00012837	Y43F8C.16	180295
WBGene00012838	Y43F8C.17	189880
WBGene00012839	Y43F8C.18	
WBGene00012840	grsp-1	259344
WBGene00012841	Y43F11A.1	174851
WBGene00012844	Y43F11A.4	174852
WBGene00012845	set-24	3565594
WBGene00012846	srxa-14	189894
WBGene00012847	srxa-15	189895
WBGene00012848	Y44A6B.3	189896
WBGene00012849	ttr-13	189897
WBGene00012850	Y44A6C.1	189898
WBGene00012851	Y44A6C.2	180355
WBGene00012852	Y44A6D.1	189899
WBGene00012853	Y44A6D.2	180360
WBGene00012854	Y44A6D.3	189900
WBGene00012855	Y44A6D.5	180361
WBGene00012856	Y44A6D.6	189902
WBGene00012857	pbo-5	189903
WBGene00012858	Y44F5A.1	175547
WBGene00012859	Y45F3A.1	176475
WBGene00012860	acdh-11	176477
WBGene00012861	Y45F3A.4	189908
WBGene00012862	Y45F3A.5	189909
WBGene00012863	Y45F3A.8	189910
WBGene00012864	Y45F3A.9	3565184
WBGene00012866	afmd-2	189911
WBGene00012867	seld-1	189912
WBGene00012868	tbc-9	178316
WBGene00012869	Y45F10A.7	178318
WBGene00012870	Y45F10B.2	
WBGene00012871	Y45F10B.3	189914
WBGene00012872	Y45F10B.8	189918
WBGene00012873	Y45F10B.9	189919
WBGene00012874	Y45F10B.12	189921
WBGene00012875	Y45F10B.13	178325
WBGene00012876	Y45F10B.15	
WBGene00012877	Y45F10C.1	189922
WBGene00012878	Y45F10C.2	178334
WBGene00012879	fbxa-215	178336
WBGene00012880	Y45F10C.4	178335
WBGene00012883	Y45F10D.2	189924
WBGene00012885	Y45F10D.4	178344
WBGene00012886	Y45F10D.6	189925
WBGene00012887	Y45F10D.7	178346
WBGene00012888	sas-6	178345
WBGene00012889	icap-1	189926
WBGene00012890	lact-9	189927
WBGene00012891	sorb-1	3565590
WBGene00012892	Y45F10D.14	3565953
WBGene00012893	Y45F10D.15	3565807
WBGene00012894	tbc-17	174900
WBGene00012895	cox-10	174899
WBGene00012896	snrp-200	174901
WBGene00012897	pisy-1	174902
WBGene00012898	Y46G5A.6	
WBGene00012899	Y46G5A.7	174904
WBGene00012900	Y46G5A.8	174905
WBGene00012901	cnp-2	174907
WBGene00012903	vps-2	174908
WBGene00012904	tiar-2	174909
WBGene00012905	Y46G5A.14	174910
WBGene00012906	Y46G5A.15	174911
WBGene00012907	cpt-1	174912
WBGene00012908	Y46G5A.18	174913
WBGene00012909	spds-1	174914
WBGene00012910	Y46G5A.20	174915
WBGene00012911	acl-7	174916
WBGene00012912	Y46G5A.22	174917
WBGene00012913	Y46G5A.23	174918
WBGene00012914	bcmo-1	189959
WBGene00012915	lgc-35	189960
WBGene00012916	Y46G5A.28	174921
WBGene00012917	Y46G5A.29	174922
WBGene00012919	Y46G5A.34	3565689
WBGene00012920	alkb-7	3564894
WBGene00012921	Y46G5A.36	13187570
WBGene00012922	Y47D3A.1	189974
WBGene00012923	fbxa-128	189975
WBGene00012924	Y47D3A.5	
WBGene00012925	wht-8	189976
WBGene00012926	Y47D3A.13	176550
WBGene00012927	Y47D3A.14	176551
WBGene00012928	aakb-2	176552
WBGene00012929	rsks-1	176554
WBGene00012930	obr-1	176555
WBGene00012931	Y47D3A.20	3565090
WBGene00012932	Y47D3A.21	176556
WBGene00012933	mib-1	176558
WBGene00012934	gly-9	176557
WBGene00012935	mcm-10	176562
WBGene00012936	pola-1	176544
WBGene00012937	Y47D3A.31	176545
WBGene00012938	Y47D3A.32	3564848
WBGene00012939	subs-4	189978
WBGene00012940	Y47D3B.3	189979
WBGene00012941	Y47D3B.4	3565656
WBGene00012942	Y47D3B.6	176573
WBGene00012943	bed-2	176576
WBGene00012945	Y47H9A.1	173047
WBGene00012946	Y47H9B.2	173057
WBGene00012947	Y47H9C.1	173061
WBGene00012948	dhhc-2	173062
WBGene00012950	eif-2Bbeta	173067
WBGene00012951	Y47H9C.8	173068
WBGene00012952	Y47H9C.9	190000
WBGene00012953	fbxa-216	190001
WBGene00012954	fbxa-217	
WBGene00012955	Y47H9C.12	190003
WBGene00012956	Y47H9C.14	
WBGene00012958	Y47H10A.2	190007
WBGene00012959	Y47H10A.3	190008
WBGene00012960	Y47H10A.4	173090
WBGene00012961	Y47H10A.5	173091
WBGene00012962	dmsr-5	190009
WBGene00012964	Y48A6B.3	176531
WBGene00012965	fipr-17	176530
WBGene00012966	exos-1	176532
WBGene00012967	kvs-4	190011
WBGene00012968	Y48A6B.7	176533
WBGene00012969	Y48A6B.8	190012
WBGene00012970	Y48A6B.9	176534
WBGene00012972	rsa-2	176536
WBGene00012973	spat-2	3564779
WBGene00012974	Y48A6C.1	
WBGene00012975	Y48A6C.2	
WBGene00012976	sup-35	190015
WBGene00012977	Y48A6C.4	190016
WBGene00012978	Y48B6A.1	175069
WBGene00012979	Y48B6A.5	190017
WBGene00012980	efhd-1	175073
WBGene00012981	Y48B6A.10	175077
WBGene00012982	jmjd-2	175080
WBGene00012983	men-1	175079
WBGene00012984	Y48B6A.13	175078
WBGene00012985	Y48C3A.1	190018
WBGene00012987	Y48C3A.3	190020
WBGene00012988	ztf-22	174971
WBGene00012989	Y48C3A.5	174973
WBGene00012990	sam-10	174975
WBGene00012992	mrpl-20	174976
WBGene00012993	dmsr-3	190021
WBGene00012994	Y48C3A.12	190022
WBGene00012995	Y48C3A.14	174978
WBGene00012996	pinn-4	174979
WBGene00012997	Y48C3A.18	174981
WBGene00012998	Y48C3A.20	174977
WBGene00012999	rpoa-1	175015
WBGene00013000	ddl-2	190025
WBGene00013001	Y48E1B.2	174998
WBGene00013002	Y48E1B.3	174999
WBGene00013004	mrpl-37	175001
WBGene00013006	lin-38	190028
WBGene00013007	Y48E1B.8	175002
WBGene00013008	clec-146	175004
WBGene00013009	fbxc-23	190029
WBGene00013010	C12C8.t4	
WBGene00013011	snx-14	174997
WBGene00013013	clec-145	175003
WBGene00013014	Y48E1C.1	174982
WBGene00013015	Y48E1C.2	174983
WBGene00013017	Y48E1C.4	174984
WBGene00013018	Y48G10A.1	173220
WBGene00013019	Y48G10A.2	173218
WBGene00013020	Y48G10A.3	173217
WBGene00013021	Y48G10A.4	173216
WBGene00013023	Y48G10A.6	3564861
WBGene00013024	cept-2	179935
WBGene00013025	vha-13	3564970
WBGene00013026	Y49A3A.3	3565972
WBGene00013027	Y49A3A.4	190058
WBGene00013028	efhc-1	190059
WBGene00013029	glrx-5	176662
WBGene00013030	Y49E10.4	176664
WBGene00013031	Y49E10.7	
WBGene00013032	wht-9	
WBGene00013033	Y49E10.10	176665
WBGene00013034	tat-1	176666
WBGene00013035	Y49E10.16	176669
WBGene00013036	fbxa-218	176670
WBGene00013037	Y49E10.18	176671
WBGene00013038	ani-1	176672
WBGene00013039	scav-3	176673
WBGene00013040	Y49E10.21	190069
WBGene00013041	pstk-1	190070
WBGene00013042	cccp-1	176674
WBGene00013043	arrd-16	190071
WBGene00013044	Y49E10.25	190072
WBGene00013045	Y49E10.27	3565317
WBGene00013046	Y50E8A.1	190103
WBGene00013047	Y50E8A.2	190104
WBGene00013048	Y50E8A.5	190106
WBGene00013049	Y50E8A.6	190107
WBGene00013050	lipl-8	190108
WBGene00013051	Y50E8A.8	
WBGene00013052	scrm-7	190110
WBGene00013053	Y50E8A.10	179977
WBGene00013054	Y50E8A.11	190111
WBGene00013055	Y50E8A.12	190112
WBGene00013056	Y50E8A.14	
WBGene00013058	clec-247	190117
WBGene00013059	Y51A2A.3	
WBGene00013060	Y51A2A.4	190120
WBGene00013061	Y51A2A.5	190121
WBGene00013062	Y51A2A.6	190122
WBGene00013063	clec-249	190123
WBGene00013064	clec-248	3565245
WBGene00013066	Y51A2B.2	190127
WBGene00013067	nhr-288	190128
WBGene00013068	Y51A2B.4	190129
WBGene00013069	Y51A2B.5	190130
WBGene00013070	Y51A2B.6	190131
WBGene00013071	Y51A2B.8	3565144
WBGene00013072	Y51A2D.1	180204
WBGene00013073	hmit-1.1	180205
WBGene00013074	hmit-1.2	180206
WBGene00013075	Y51A2D.7	180207
WBGene00013076	Y51A2D.8	180208
WBGene00013077	ttr-24	180209
WBGene00013078	ttr-25	180210
WBGene00013079	ttr-26	180211
WBGene00013080	Y51A2D.13	180213
WBGene00013081	Y51A2D.14	180214
WBGene00013082	grdn-1	190137
WBGene00013083	Y51A2D.18	180202
WBGene00013085	mpz-6	174490
WBGene00013086	arrd-2	174491
WBGene00013087	Y51B9A.5	190138
WBGene00013088	Y51B9A.6	190139
WBGene00013089	Y51B9A.7	190140
WBGene00013090	Y51B9A.8	190141
WBGene00013091	Y51B9A.9	174489
WBGene00013093	cup-14	175037
WBGene00013094	Y51H1A.3	175038
WBGene00013095	ing-3	3564936
WBGene00013096	mcd-1	175040
WBGene00013098	Y51H4A.1	190144
WBGene00013100	zip-7	178459
WBGene00013101	Y51H4A.5	190146
WBGene00013102	Y51H4A.6	190147
WBGene00013103	Y51H4A.7	178460
WBGene00013104	Y51H4A.8	190148
WBGene00013105	fip-7	178461
WBGene00013106	set-26	178463
WBGene00013107	Y51H4A.13	190150
WBGene00013109	Y51H4A.15	178464
WBGene00013111	sta-1	178465
WBGene00013112	Y51H4A.18	
WBGene00013113	Y51H4A.19	
WBGene00013114	Y51H4A.20	
WBGene00013116	Y51H4A.22	190157
WBGene00013117	Y51H4A.23	190158
WBGene00013118	Y51H4A.24	178466
WBGene00013119	Y51H4A.25	190159
WBGene00013120	fipr-28	178462
WBGene00013121	spe-38	190181
WBGene00013122	impt-1	173001
WBGene00013123	Y52B11A.3	173002
WBGene00013124	Y52B11A.4	173003
WBGene00013125	clec-92	190182
WBGene00013126	mltn-2	190183
WBGene00013127	Y52B11A.8	173004
WBGene00013128	dxbp-1	173005
WBGene00013129	Y52B11A.10	173006
WBGene00013130	Y52B11B.1	173008
WBGene00013131	Y52B11C.1	3565275
WBGene00013132	strd-1	176526
WBGene00013134	hsf-2	
WBGene00013135	rga-2	173079
WBGene00013136	Y53C10A.5	173080
WBGene00013137	Y53C10A.6	190193
WBGene00013138	Y53C10A.10	190195
WBGene00013139	Y53C12A.3	174528
WBGene00013140	mop-25.2	174527
WBGene00013141	Y53C12A.6	190201
WBGene00013142	Y53C12A.7	3565321
WBGene00013143	Y53C12B.1	190203
WBGene00013144	pno-1	174534
WBGene00013145	cutl-2	174532
WBGene00013146	Y53C12B.7	3565122
WBGene00013147	eyg-1	190204
WBGene00013148	Y53F4A.2	190205
WBGene00013149	Y53F4B.1	190206
WBGene00013150	pole-4	175152
WBGene00013151	nsun-5	175153
WBGene00013152	Y53F4B.5	190208
WBGene00013153	Y53F4B.6	
WBGene00013154	Y53F4B.7	190210
WBGene00013155	Y53F4B.8	
WBGene00013156	Y53F4B.9	175155
WBGene00013157	Y53F4B.10	190212
WBGene00013158	Y53F4B.11	190213
WBGene00013159	Y53F4B.12	190214
WBGene00013160	Y53F4B.13	175156
WBGene00013161	Y53F4B.14	175157
WBGene00013162	Y53F4B.16	190215
WBGene00013163	Y53F4B.17	190216
WBGene00013164	Y53F4B.18	190217
WBGene00013165	Y53F4B.19	190218
WBGene00013166	Y53F4B.20	175160
WBGene00013167	Y53F4B.21	190219
WBGene00013168	arp-1	175162
WBGene00013169	Y53F4B.23	190220
WBGene00013170	Y53F4B.24	190221
WBGene00013171	Y53F4B.25	175163
WBGene00013172	Y53F4B.26	190222
WBGene00013173	Y53F4B.27	175164
WBGene00013175	Y53F4B.36	190229
WBGene00013176	Y53F4B.39	175161
WBGene00013177	rsy-1	173015
WBGene00013178	Y53H1A.2	173016
WBGene00013179	clec-100	190246
WBGene00013180	cutl-10	173021
WBGene00013181	Y53H1B.2	173020
WBGene00013182	Y53H1B.4	190247
WBGene00013184	clpr-4	190249
WBGene00013186	Y53H1C.3	190252
WBGene00013187	npr-34	175131
WBGene00013188	smg-9	175132
WBGene00013189	Y54E2A.4	190256
WBGene00013190	Y54E2A.5	175134
