Gene stable ID	Gene name	NCBI gene ID
WBGene00194716	ZK637.18	
WBGene00194717	ZC239.22	13184240
WBGene00194725	T16H12.13	13191038
WBGene00194726	R13A5.15	13190191
WBGene00194727	C18D11.10	13191465
WBGene00194729	ZK783.7	13190208
WBGene00194730	C29E4.17	13190284
WBGene00194731	Y39A1A.27	13191191
WBGene00194733	Y41C4A.21	13191444
WBGene00194734	T04A6.4	13190196
WBGene00194735	Y82E9BL.19	13188477
WBGene00194737	Y50D7A.13	13188188
WBGene00194738	Y46E12A.5	13188586
WBGene00194742	F37C12.21	13190077
WBGene00194744	Y38H6C.25	13218838
WBGene00194746	pals-20	13188497
WBGene00194747	H05C05.4	13188831
WBGene00194748	F56F3.7	
WBGene00194759	Y113G7A.17	
WBGene00194768	Y50E8A.19	
WBGene00194769	Y32B12C.5	
WBGene00194771	F32F2.3	
WBGene00194780	C12D8.20	13214681
WBGene00194783	K03B8.14	13215263
WBGene00194784	T11F9.22	13215326
WBGene00194785	C52E4.12	13215577
WBGene00194786	ZC455.13	
WBGene00194787	T16G1.13	13215998
WBGene00194788	R02D5.10	13216575
WBGene00194792	F32F2.2	
WBGene00194793	W04G3.13	13222717
WBGene00194794	F45B8.5	
WBGene00194795	F42F12.14	13223167
WBGene00194799	Y70C5A.4	13217513
WBGene00194800	linc-83	
WBGene00194801	Y6G8.16	13217918
WBGene00194802	mir-1832.2	
WBGene00194803	C25F9.16	13218529
WBGene00194804	mir-2207	
WBGene00194805	mir-2210	
WBGene00194806	mir-2211	
WBGene00194807	mir-2215	
WBGene00194808	mir-2216	
WBGene00194809	mir-2218.1	
WBGene00194810	mir-2218.2	
WBGene00194811	F22E10.6	
WBGene00194812	F19B2.12	
WBGene00194814	linc-34	
WBGene00194815	Y43F8B.23	13218539
WBGene00194816	ZK616.61	13194041
WBGene00194821	dmsr-16	13213403
WBGene00194822	mir-2208.1	
WBGene00194823	mir-2208.2	
WBGene00194824	mir-2209.1	
WBGene00194825	mir-2209.2	
WBGene00194826	mir-2209.3	
WBGene00194827	mir-2213	
WBGene00194828	mir-2214	
WBGene00194829	mir-2217.1	
WBGene00194830	mir-2219	
WBGene00194831	mir-2220	
WBGene00194832	Y73B6BL.270	13195852
WBGene00194833	F17E9.15	13197018
WBGene00194834	H06H21.36	
WBGene00194835	Y17G9B.11	13193027
WBGene00194836	C25H3.18	
WBGene00194839	C01B10.44	13196212
WBGene00194840	mir-2212	
WBGene00194841	C44C10.13	
WBGene00194842	W10G6.5	
WBGene00194843	F58E2.11	
WBGene00194844	Y55F3C.13	
WBGene00194847	F19C6.8	
WBGene00194848	T27D12.6	13187289
WBGene00194849	K09A9.8	13224282
WBGene00194850	F44F4.15	
WBGene00194851	K07C10.3	
WBGene00194852	T28A8.8	13191798
WBGene00194853	Y111B2A.29	
WBGene00194854	Y111B2A.30	
WBGene00194855	Y75B8A.44	13191537
WBGene00194856	K11D9.5	
WBGene00194861	H04D03.6	13191136
WBGene00194864	Y66A7A.9	13191416
WBGene00194865	F53A2.10	
WBGene00194866	Y41C4A.22	13191428
WBGene00194867	W09C2.10	13197469
WBGene00194868	M03C11.9	13191124
WBGene00194869	K01A6.8	13198300
WBGene00194870	F53A2.11	13191741
WBGene00194871	R107.9	13190673
WBGene00194883	B0496.11	13196689
WBGene00194884	Y48B6A.17	
WBGene00194885	Y57G11C.1133	
WBGene00194886	C05B5.12	13191000
WBGene00194888	K10H10.13	13187981
WBGene00194890	C01B9.4	13187768
WBGene00194891	Y6D1A.3	
WBGene00194892	dsb-2	13187952
WBGene00194894	T05B4.14	13212503
WBGene00194895	ZK105.11	13213757
WBGene00194896	W02H5.11	13211997
WBGene00194898	C17B7.14	13212243
WBGene00194902	Y39H10B.3	13212369
WBGene00194905	Y53F4B.51	13188094
WBGene00194906	Y53C12A.11	13186579
WBGene00194907	E02H4.8	13223797
WBGene00194908	F22F7.8	13211828
WBGene00194909	F41E6.17	13214080
WBGene00194910	ZC404.15	13213391
WBGene00194912	ZK856.18	13214665
WBGene00194913	Y105C5A.1272	13206054
WBGene00194914	F44D12.16	13197649
WBGene00194915	JC8.16	13198852
WBGene00194916	F35D2.6	13185826
WBGene00194917	Y45F10B.59	13198981
WBGene00194918	K08D8.9	13198726
WBGene00194919	K08D8.10	13198727
WBGene00194920	H12I19.115	13200550
WBGene00194921	ZK742.7	13213791
WBGene00194922	F13E9.19	13197969
WBGene00194923	linc-121	
WBGene00194924	Y51H4A.936	13209646
WBGene00194925	K08D8.11	13198724
WBGene00194926	K08D8.12	13198723
WBGene00194927	Y51H4A.937	13209190
WBGene00194928	ZC513.14	13213873
WBGene00194929	Y105C5B.1413	13208352
WBGene00194930	Y73F8A.1159	13205219
WBGene00194931	Y105C5A.1273	13206627
WBGene00194932	F54F7.11	
WBGene00194933	T12A7.10	13198309
WBGene00194934	ZK809.9	13198270
WBGene00194935	M02G9.4	13186765
WBGene00194939	C01B9.5	
WBGene00194940	C34C6.9	13186203
WBGene00194945	C32H11.16	
WBGene00194951	Y105C5A.1274	13206044
WBGene00194952	ZK666.14	13186823
WBGene00194955	F37H8.6	13187037
WBGene00194957	Y116A8C.465	13210816
WBGene00194981	Y49E10.30	13191578
WBGene00194982	Y17D7B.10	13218327
WBGene00194983	T25B2.4	13220951
WBGene00194984	R102.15	
WBGene00194985	Y25C1A.14	13184191
WBGene00194986	T27F7.4	13184808
WBGene00194987	T14B4.10	
WBGene00194988	B0213.21	
WBGene00194989	B0213.22	
WBGene00194990	B0213.23	
WBGene00194991	B0213.24	
WBGene00194992	H27M09.6	
WBGene00194993	T27E4.11	
WBGene00194994	T27E4.12	
WBGene00194995	C05G6.4	
WBGene00194996	Y69A2AR.36	
WBGene00194997	F42C5.12	
WBGene00194998	C16C4.18	13183772
WBGene00194999	B0205.15	
WBGene00195000	F54D8.7	
WBGene00195001	Y17G9A.85	
WBGene00195002	T08B6.62	
WBGene00195003	Y46C8AL.11	13192772
WBGene00195004	K08D12.8	13192261
WBGene00195005	ZK809.10	
WBGene00195006	C35B1.9	13192807
WBGene00195007	mir-5595	
WBGene00195008	mir-4813	
WBGene00195009	F17E9.16	13197020
WBGene00195010	Y37E11AL.12	13192703
WBGene00195011	ZK180.8	13192946
WBGene00195012	Y38C1BA.4	13192274
WBGene00195016	srpr-2.1	
WBGene00195017	srpr-2.2	
WBGene00195018	srpr-3	
WBGene00195019	Y59H11AR.8	
WBGene00195020	Y59H11AR.9	
WBGene00195021	K08F11.7	
WBGene00195022	F39E9.15	
WBGene00195023	F39E9.16	
WBGene00195024	F39E9.17	
WBGene00195025	F39E9.18	
WBGene00195026	F39E9.19	
WBGene00195027	F39E9.20	
WBGene00195028	F39E9.21	
WBGene00195029	Y37E11B.11	
WBGene00195030	F10E7.12	
WBGene00195031	Y37E3.23	
WBGene00195032	Y37E3.24	
WBGene00195033	Y37E3.25	
WBGene00195034	F40G9.20	
WBGene00195035	Y46H3C.9	
WBGene00195036	T08D2.10	
WBGene00195037	F59H5.4	
WBGene00195038	F59H6.13	
WBGene00195039	K08A2.9	
WBGene00195040	K08A2.10	
WBGene00195043	Y57G11C.1135	
WBGene00195045	W05F2.8	13179739
WBGene00195046	F42A9.11	13197099
WBGene00195048	K08D10.13	13192837
WBGene00195049	CC8.3	13192689
WBGene00195050	T22D1.17	13196374
WBGene00195051	T22D1.18	13196380
WBGene00195056	C45E1.5	13179689
WBGene00195057	B0261.9	13180201
WBGene00195058	C54E10.7	13218346
WBGene00195060	linc-14	
WBGene00195061	ZK228.13	13218227
WBGene00195063	coa-1	13191872
WBGene00195064	F17C11.20	
WBGene00195065	F20G2.9	
WBGene00195067	C04C3.9	13192614
WBGene00195068	Y48G8AL.16	13179322
WBGene00195069	W03G9.10	13180133
WBGene00195070	C16C8.20	13184345
WBGene00195071	C16C8.21	13184346
WBGene00195072	C16C8.22	13184341
WBGene00195073	F02E11.7	13184261
WBGene00195077	T24E12.13	13184485
WBGene00195081	C04F6.7	13219936
WBGene00195084	C43C3.4	13222257
WBGene00195086	F21C10.13	13214280
WBGene00195093	Y59E9AL.36	13193758
WBGene00195117	T13F3.10	
WBGene00195142	M110.10	13186048
WBGene00195143	nlp-78	13186373
WBGene00195144	C16D2.3	13186374
WBGene00195145	ZK666.15	13186820
WBGene00195146	F54D5.17	13187194
WBGene00195147	F14E5.8	13186110
WBGene00195148	W02B12.16	13187149
WBGene00195149	F26H11.8	13187945
WBGene00195150	Y81G3A.6	13187642
WBGene00195151	F53H2.4	
WBGene00195154	F13A2.10	13212585
WBGene00195155	W04A8.9	13182878
WBGene00195157	C12D8.21	13214696
WBGene00195158	F26F2.11	13218868
WBGene00195159	T04C12.14	
WBGene00195160	Y47D7A.17	13212595
WBGene00195164	K12B6.11	13213180
WBGene00195165	F57G4.11	13217928
WBGene00195166	W05B10.6	13215870
WBGene00195168	T13C5.9	13220956
WBGene00195169	Y50D4A.6	13211597
WBGene00195170	linc-61	
WBGene00195171	T09D3.9	13212861
WBGene00195172	K10G4.14	
WBGene00195174	K08E5.6	13191058
WBGene00195175	Y105E8A.36	
WBGene00195176	Y43F8B.24	13218536
WBGene00195177	Y43F8B.25	13218538
WBGene00195178	ZC581.10	13180657
WBGene00195179	F48C1.11	13180223
WBGene00195180	C41D11.10	13179984
WBGene00195181	F15H10.12	13214768
WBGene00195182	C17G10.10	13185051
WBGene00195183	R04A9.9	13219051
WBGene00195184	F19G12.8	13219279
WBGene00195185	F19G12.9	13219280
WBGene00195186	F19G12.10	
WBGene00195188	F19G12.11	13219283
WBGene00195189	ZC449.8	13220478
WBGene00195192	C54F6.16	
WBGene00195208	W02H3.3	13222724
WBGene00195209	C07B5.8	13222215
WBGene00195210	Y7A5A.13	13224346
WBGene00195211	C34F6.12	13222775
WBGene00195212	F09B12.7	13224096
WBGene00195213	F11C1.9	13223342
WBGene00195214	F11C1.10	13223340
WBGene00195215	F55G7.5	13223011
WBGene00195226	ZC404.16	13213387
WBGene00195227	Y71A12B.23	13182890
WBGene00195228	Y71A12B.24	13182889
WBGene00195229	Y71A12B.25	13182888
WBGene00195230	F36D1.13	13182079
WBGene00195231	F36D1.14	13182080
WBGene00195232	F36D1.15	13182084
WBGene00195233	F31E9.11	
WBGene00195234	C14C10.9	
WBGene00195235	C47E8.12	
WBGene00195236	mir-356.2	
WBGene00195237	Y116F11B.18	
WBGene00195238	mir-4805	
WBGene00195239	ZK1127.13	13185652
WBGene00195240	Y39B6A.69	13218429
WBGene00195241	Y113G7B.27	13218745
WBGene00195242	Y113G7B.28	13218747
WBGene00195243	F46B3.23	13218874
WBGene00195244	F30A10.15	13181488
WBGene00195245	T26A8.6	
WBGene00195246	ZK546.19	13184789
WBGene00195247	F41D3.15	
WBGene00195248	emc-5	13187162
WBGene00195250	C13C4.8	13215622
WBGene00195252	K10D6.6	
WBGene00195253	H16D19.5	
WBGene00195254	H16D19.6	
WBGene00195255	H16D19.7	
WBGene00195256	F25D1.8	13214826
WBGene00195257	W01A8.10	
WBGene00195258	F11D5.8	
WBGene00195259	C16E9.7	
WBGene00195260	T27F7.5	
WBGene00195261	F26A10.4	
WBGene00195262	T22B7.9	
WBGene00195263	F02E8.7	
WBGene00195264	F14B8.8	
WBGene00195265	F47B7.9	
WBGene00195266	ZC132.10	
WBGene00195267	C45E5.53	
WBGene00195268	C39F7.6	
WBGene00195269	F49E10.8	
WBGene00195270	T23F11.7	
WBGene00195271	F45H7.8	
WBGene00195272	C33F10.15	
WBGene00195273	K11E4.7	
WBGene00195274	ZK617.7	
WBGene00195275	ZK867.4	
WBGene00195276	T27E4.13	
WBGene00195277	Y38H6C.26	
WBGene00195278	F46G11.7	
WBGene00195279	C05D2.12	
WBGene00195280	Y67A10A.342	
WBGene00195281	M79.5	
WBGene00195282	Y43F8A.6	
WBGene00195283	F27C8.11	
WBGene00195284	Y55H10A.3	
WBGene00195285	T02E9.8	
WBGene00195286	C03E10.8	
WBGene00195287	B0495.11	
WBGene00195288	C11D2.98	
WBGene00195289	Y39G10AR.26	
WBGene00195290	F14D12.7	
WBGene00195291	T06F4.4	
WBGene00195292	Y47D3B.13	
WBGene00195293	F56A4.13	
WBGene00195294	C32A3.4	
WBGene00195295	F11D5.9	
WBGene00195296	C08E8.12	
WBGene00195297	T19D2.5	
WBGene00195298	F14F3.6	
WBGene00195299	F11C1.11	
WBGene00195300	ZC190.11	
WBGene00195301	F12F6.12	
WBGene00195302	ZK1131.2	
WBGene00195303	Y22D7AR.16	
WBGene00195304	ZC53.8	
WBGene00195305	W05E10.7	
WBGene00195306	K07C11.13	
WBGene00195307	C31G12.5	
WBGene00195308	ZK617.8	
WBGene00195309	F59B8.5	
WBGene00195310	ZK1086.5	
WBGene00195311	M110.11	
WBGene00195312	C34H3.3	
WBGene00195313	F47E1.8	
WBGene00195314	F40F12.10	
WBGene00195315	Y47H9C.16	
WBGene00195316	T03G11.12	
WBGene00195317	T23G5.9	
WBGene00195318	C18C4.11	
WBGene00195319	R12A1.5	
WBGene00195320	Y53H1C.4	
WBGene00195321	C46F11.7	
WBGene00195322	T06E4.16	
WBGene00195323	B0432.16	
WBGene00195324	F56E3.5	
WBGene00195325	K04H4.8	
WBGene00195326	T06H11.6	
WBGene00195327	F11D5.10	
WBGene00195328	C01B7.8	
WBGene00195329	ZK512.12	
WBGene00195330	K08A8.4	
WBGene00195331	R10E12.3	
WBGene00195332	C40C9.6	
WBGene00195333	F54F12.3	
WBGene00195334	F52E4.9	
WBGene00195335	B0454.12	
WBGene00195336	ZC581.11	
WBGene00195337	C31H2.5	
WBGene00195338	T02E9.9	
WBGene00195339	H32C10.94	
WBGene00195340	M88.9	
WBGene00195341	F54D5.18	
WBGene00195342	T19C4.15	
WBGene00195343	Y53C12A.12	
WBGene00195344	ZK525.4	
WBGene00195345	F25F6.2	
WBGene00195346	W02H5.13	
WBGene00195347	K03H9.5	
WBGene00195348	F25H8.8	
WBGene00195349	ZK622.6	
WBGene00195350	ZK973.12	
WBGene00195351	ZK40.3	
WBGene00195352	C10G11.12	
WBGene00195353	Y73F8A.1160	
WBGene00195354	ZK593.13	
WBGene00195355	Y92H12A.8	
WBGene00195356	F57H12.10	
WBGene00195357	F52E10.6	
WBGene00195358	B0507.13	
WBGene00195359	R07G3.10	
WBGene00195360	K05B2.6	
WBGene00195361	C24E9.1	
WBGene00195362	Y82E9BR.26	
WBGene00195363	M01H9.6	
WBGene00195364	M01G4.3	
WBGene00195365	F45E4.15	
WBGene00195366	C50F4.17	
WBGene00195367	B0524.7	
WBGene00195368	F28F5.8	
WBGene00195369	Y65B4BL.8	
WBGene00195370	F29B9.13	
WBGene00195371	C30C11.5	
WBGene00195372	C05E11.9	
WBGene00195373	F56F10.7	
WBGene00195374	R10E8.10	
WBGene00195375	C34E7.6	
WBGene00195376	F16F9.6	
WBGene00195377	F45B8.6	
WBGene00195378	T19E7.22	
WBGene00195379	ZK945.10	
WBGene00195380	C52G5.4	
WBGene00195381	C53D6.17	
WBGene00195382	F29F11.7	
WBGene00195383	C09B8.10	
WBGene00195384	T13H10.4	
WBGene00195385	ZK867.5	
WBGene00195386	T09E8.6	
WBGene00195387	F02D10.10	
WBGene00195388	F12D9.3	
WBGene00195389	F54E4.5	
WBGene00195390	ZC518.6	
WBGene00195391	F46H6.7	
WBGene00195392	C07E3.13	
WBGene00195393	F28E10.6	
WBGene00195394	F32H2.13	
WBGene00195395	C41A3.3	
WBGene00195396	ZK40.4	
WBGene00195397	C54G7.5	
WBGene00195398	F55B12.12	
WBGene00195399	F35G2.7	
WBGene00195400	B0379.8	
WBGene00195401	C06G1.7	
WBGene00195402	F44A6.7	
WBGene00195403	F28C1.10	
WBGene00195404	C10E2.7	
WBGene00195405	F59C6.17	
WBGene00195406	B0350.67	
WBGene00195407	F08G5.9	
WBGene00195408	F10C1.11	
WBGene00195409	T10A3.2	
WBGene00195410	C39B5.15	
WBGene00195411	Y17G7A.2	
WBGene00195412	K03H1.16	
WBGene00195413	D1022.11	
WBGene00195414	C33F10.16	
WBGene00195415	C15F1.12	
WBGene00195416	C25F6.9	
WBGene00195417	C16C2.5	
WBGene00195418	F48C5.3	
WBGene00195419	R173.5	
WBGene00195420	T10B5.12	
WBGene00195421	T25F10.7	
WBGene00195422	Y111B2A.31	
WBGene00195423	F55C10.7	
WBGene00195424	Y48G8AL.17	
WBGene00195425	ZC8.7	
WBGene00195426	C10H11.11	
WBGene00195427	F02A9.8	
WBGene00195428	F55E10.8	
WBGene00195429	C45B2.9	
WBGene00195430	C25F6.10	
WBGene00195431	W02F12.9	
WBGene00195432	C56E6.10	
WBGene00195433	F41D9.6	
WBGene00195434	K07E8.13	
WBGene00195435	K01A6.9	
WBGene00195436	Y69A2AR.37	
WBGene00195437	T07D3.10	
WBGene00195438	K08H10.13	
WBGene00195439	T27A8.6	
WBGene00195440	F59B2.16	
WBGene00195441	F07A11.9	
WBGene00195442	C54D10.15	
WBGene00195443	Y71F9B.17	
WBGene00195444	T15B7.18	
WBGene00195445	Y23H5A.9	
WBGene00195446	T01B4.4	
WBGene00195447	F59D12.7	
WBGene00195448	T19B4.9	
WBGene00195449	F10D7.6	
WBGene00195450	F35G12.14	
WBGene00195451	C09B7.5	
WBGene00195452	D2021.5	
WBGene00195453	T04C12.15	
WBGene00195454	ZK742.8	
WBGene00195455	C48E7.12	
WBGene00195456	T06F4.5	
WBGene00195457	K05D4.11	
WBGene00195458	K04A8.11	
WBGene00195459	F27D4.9	
WBGene00195460	M70.6	
WBGene00195461	F28E10.7	
WBGene00195462	C52B11.6	
WBGene00195463	ZK863.10	
WBGene00195464	B0454.13	
WBGene00195465	Y37F4.10	
WBGene00195466	C33D12.9	
WBGene00195467	F12D9.4	
WBGene00195468	F53H10.4	
WBGene00195469	F46G11.8	
WBGene00195470	M03F8.8	
WBGene00195471	C40C9.7	
WBGene00195472	T21B6.6	
WBGene00195473	F41E7.10	
WBGene00195474	K03H6.8	
WBGene00195475	K03H6.9	
WBGene00195476	F33D11.13	
WBGene00195477	Y57G11C.1136	
WBGene00195478	F58A3.6	
WBGene00195479	R09F10.13	
WBGene00195480	F42D1.5	
WBGene00195481	ZK867.6	
WBGene00195482	B0350.68	
WBGene00195483	F22A3.9	
WBGene00195484	K03C7.4	
WBGene00195485	F55A12.11	
WBGene00195486	ZC308.5	
WBGene00195487	C24A8.7	
WBGene00195488	F20B10.5	
WBGene00195489	Y55D5A.8	
WBGene00195490	C09D8.2	
WBGene00195491	H03A11.4	
WBGene00195492	F36G3.6	
WBGene00195493	M03D4.74	
WBGene00195494	F48C11.5	
WBGene00195495	K02B9.6	
WBGene00195496	C40C9.8	
WBGene00195497	C48C5.4	
WBGene00195498	F56D12.8	
WBGene00195499	H22K11.5	
WBGene00195500	F32G8.8	
WBGene00195501	T10B5.13	
WBGene00195502	Y38C1AB.9	
WBGene00195503	Y110A2AL.16	
WBGene00195504	F11A6.4	
WBGene00195505	R03D7.9	
WBGene00195506	C08C3.6	
WBGene00195507	T03G11.13	
WBGene00195508	C11E4.9	
WBGene00195509	C15H7.6	
WBGene00195510	F55A8.3	
WBGene00195511	C03C10.10	
WBGene00195512	C04C11.5	
WBGene00195513	F38B6.9	
WBGene00195514	Y73A3A.1	
WBGene00195515	ZK381.34	
WBGene00195516	M01G5.7	
WBGene00195517	C05E11.10	
WBGene00195518	ZK652.14	
WBGene00195519	Y73B3A.23	
WBGene00195520	C18F3.6	
WBGene00195521	C06A8.13	
WBGene00195522	F01G12.9	
WBGene00195523	C43C3.5	
WBGene00195524	F33C8.5	
WBGene00195525	C09F9.8	
WBGene00195526	R07B1.15	
WBGene00195527	C09D8.3	
WBGene00195528	K08B5.3	
WBGene00195529	F11A6.5	
WBGene00195530	T04G9.8	
WBGene00195531	C02B10.71	
WBGene00195532	C03F11.5	
WBGene00195533	Y55F3BR.12	
WBGene00195534	C29E6.8	
WBGene00195535	B0432.17	
WBGene00195536	C55A6.14	
WBGene00195537	F10C2.9	
WBGene00195538	M79.6	
WBGene00195539	C12D8.22	
WBGene00195540	T10E10.8	
WBGene00195541	F56C3.11	
WBGene00195542	C24A3.10	
WBGene00195543	W06H8.9	
WBGene00195544	Y95B8A.13	
WBGene00195545	F45B8.7	
WBGene00195546	ZK1025.11	
WBGene00195547	T28B11.2	
WBGene00195548	C16E9.8	
WBGene00195549	K02E11.13	
WBGene00195550	C10C5.9	
WBGene00195551	C26E1.4	
WBGene00195552	C05D12.8	
WBGene00195553	F15D3.10	
WBGene00195554	T22E5.8	
WBGene00195555	C27D11.2	
WBGene00195556	K11G9.7	
WBGene00195557	Y37E11B.12	
WBGene00195558	C18A3.13	
WBGene00195559	K07H8.14	
WBGene00195560	T06G6.13	
WBGene00195561	Y38A10A.8	
WBGene00195562	F28F5.9	
WBGene00195563	F19H6.8	
WBGene00195564	ZC64.5	
WBGene00195565	C48A7.5	
WBGene00195566	ZC64.6	
WBGene00195567	C23F12.6	
WBGene00195568	F12D9.5	
WBGene00195569	M117.9	
WBGene00195570	W06F12.5	
WBGene00195571	T24D8.10	
WBGene00195572	T21B6.7	
WBGene00195573	K08B5.4	
WBGene00195574	ZC13.11	
WBGene00195575	B0563.12	
WBGene00195576	Y67D8C.13	
WBGene00195577	C06E1.12	
WBGene00195578	W10C8.7	
WBGene00195579	C47G2.10	
WBGene00195580	R07D5.3	
WBGene00195581	F26C11.5	
WBGene00195582	C06E8.6	
WBGene00195583	R11B5.2	
WBGene00195584	C34F6.13	
WBGene00195585	T28D6.11	
WBGene00195586	C34F11.10	
WBGene00195587	R04F11.7	
WBGene00195588	K08E5.7	
WBGene00195589	Y116F11B.19	
WBGene00195590	F43G9.14	
WBGene00195591	R53.9	
WBGene00195592	T02E1.10	
WBGene00195593	C34E11.8	
WBGene00195594	F31E8.7	
WBGene00195595	C56E6.11	
WBGene00195596	C15C6.5	
WBGene00195597	Y73F8A.1161	
WBGene00195598	T21D9.3	
WBGene00195599	K08E5.8	
WBGene00195600	K08H10.14	
WBGene00195601	M176.13	
WBGene00195602	T14B4.11	
WBGene00195603	T04F8.10	
WBGene00195604	T14B4.12	
WBGene00195605	Y53C10A.16	
WBGene00195606	T26E3.13	
WBGene00195607	Y73F8A.1162	
WBGene00195608	F56G4.8	
WBGene00195609	Y41C4A.23	
WBGene00195610	ZC123.5	
WBGene00195611	K08D9.7	
WBGene00195612	Y51H7C.16	
WBGene00195613	T06D10.5	
WBGene00195614	F48C5.4	
WBGene00195615	Y106G6A.6	
WBGene00195616	C49F8.5	
WBGene00195617	C52B9.13	
WBGene00195618	F37D6.7	
WBGene00195619	C17C3.21	
WBGene00195620	F59C12.6	
WBGene00195621	F43H9.5	
WBGene00195622	C50D2.11	
WBGene00195623	Y54G2A.58	
WBGene00195624	R31.4	
WBGene00195625	Y58A7A.7	
WBGene00195626	F13B12.12	
WBGene00195627	R13A1.13	
WBGene00195628	C48D1.10	
WBGene00195629	C05G5.8	
WBGene00195630	F26D11.14	
WBGene00195631	F46F2.9	
WBGene00195632	Y80E2A.1	
WBGene00195633	F44C4.9	
WBGene00195634	AC3.14	
WBGene00195635	T27D12.7	
WBGene00195636	ZK813.8	
WBGene00195637	C10F3.9	
WBGene00195638	W03G11.6	
WBGene00195639	T03F7.10	
WBGene00195640	Y59A8B.27	
WBGene00195641	F58F12.5	
WBGene00195642	R08B4.6	
WBGene00195643	C01F1.7	
WBGene00195644	Y57A10B.8	
WBGene00195645	F25F8.5	
WBGene00195646	T01C1.5	
WBGene00195647	ZC487.6	
WBGene00195648	W09B12.2	
WBGene00195649	F10E9.13	
WBGene00195650	F58F12.6	
WBGene00195651	F07C3.11	
WBGene00195652	K11H3.9	
WBGene00195653	W10D9.7	
WBGene00195654	Y73B6BL.271	
WBGene00195655	F43D9.7	
WBGene00195656	T01H3.6	
WBGene00195657	D1009.7	
WBGene00195658	C34D1.6	
WBGene00195659	Y69E1A.9	
WBGene00195660	R07E3.9	
WBGene00195661	C08G9.4	
WBGene00195662	T19F4.2	
WBGene00195663	T24D11.2	
WBGene00195664	C09B8.11	
WBGene00195665	C48A7.6	
WBGene00195666	C34E11.9	
WBGene00195667	F46C8.9	
WBGene00195668	R11B5.3	
WBGene00195669	F47E1.9	
WBGene00195670	F52B10.4	
WBGene00195671	R186.9	
WBGene00195672	Y37E3.26	
WBGene00195673	K08A8.5	
WBGene00195674	B0280.19	
WBGene00195675	F49C5.13	
WBGene00195676	Y49E10.31	
WBGene00195677	F31E8.8	
WBGene00195678	W03G11.7	
WBGene00195679	Y51H7C.17	
WBGene00195680	T22B11.6	
WBGene00195681	C14E2.9	
WBGene00195682	F57G4.12	
WBGene00195683	C15C6.6	
WBGene00195684	F08F3.12	
WBGene00195685	Y42A5A.8	
WBGene00195686	Y70D2A.3	
WBGene00195687	K03A1.8	
WBGene00195688	ZK180.9	
WBGene00195689	K10D6.7	
WBGene00195690	ZK381.35	
WBGene00195691	C35D10.18	
WBGene00195692	C14F11.8	
WBGene00195693	T26H10.3	
WBGene00195694	C43G2.25	
WBGene00195695	F54D12.12	
WBGene00195696	C54G7.6	
WBGene00195697	F28C1.11	
WBGene00195698	T22E5.9	
WBGene00195699	K04G11.7	
WBGene00195700	F13D12.11	
WBGene00195701	F09B9.6	
WBGene00195702	F49C5.14	
WBGene00195703	F26A10.5	
WBGene00195704	C13C12.4	
WBGene00195705	Y37A1B.330	
WBGene00195706	K07C10.4	
WBGene00195707	C11G10.3	
WBGene00195708	F37B12.6	
WBGene00195709	K04D7.8	
WBGene00195710	B0416.8	
WBGene00195711	F56E3.6	
WBGene00195712	F41D9.7	
WBGene00195713	F45D3.7	
WBGene00195714	C10F3.10	
WBGene00195715	F10F2.10	
WBGene00195716	R09A1.6	
WBGene00195717	T04C10.6	
WBGene00195718	W06B11.5	
WBGene00195719	C36F7.8	
WBGene00195720	F09E5.18	
WBGene00195721	ZC506.5	
WBGene00195722	C31H2.6	
WBGene00195723	C35A5.12	
WBGene00195724	C04C3.10	
WBGene00195725	F48B9.9	
WBGene00195726	Y116F11B.20	
WBGene00195727	ZK377.4	
WBGene00195728	T28D9.13	
WBGene00195729	Y7A5A.14	
WBGene00195730	F54C9.15	
WBGene00195731	C49F8.6	
WBGene00195732	F14H12.9	
WBGene00195733	T28B11.3	
WBGene00195734	F09C12.11	
WBGene00195735	ZK185.6	
WBGene00195736	F35E8.17	
WBGene00195737	Y82E9BR.27	
WBGene00195738	T27F2.5	
WBGene00195739	Y66A7AL.1	
WBGene00195740	F54E4.6	
WBGene00195741	W05B2.10	
WBGene00195742	F54A3.7	
WBGene00195743	F55D10.6	
WBGene00195744	C14B9.11	
WBGene00195745	ZK836.4	
WBGene00195746	F25B5.8	
WBGene00195747	F17C8.10	
WBGene00195748	T28B11.4	
WBGene00195749	K02F2.7	
WBGene00195750	F18E2.7	
WBGene00195751	C12C8.5	
WBGene00195752	Y106G6A.7	
WBGene00195753	B0350.69	
WBGene00195754	W09H1.7	
WBGene00195755	B0207.13	
WBGene00195756	H05G16.2	
WBGene00195757	T06A10.105	
WBGene00195758	F18E2.8	
WBGene00195759	T02E9.10	
WBGene00195760	K01A6.10	
WBGene00195761	C18B12.9	
WBGene00195762	ZC64.7	
WBGene00195763	F40H6.7	
WBGene00195764	C04C11.6	
WBGene00195765	T08G2.4	
WBGene00195766	F10C1.12	
WBGene00195767	T08A9.15	
WBGene00195768	T28B4.5	
WBGene00195769	Y39B6A.70	
WBGene00195770	H21P03.4	
WBGene00195771	W05F2.9	
WBGene00195772	C03H12.2	
WBGene00195773	Y66D12A.26	
WBGene00195774	F20D1.12	
WBGene00195775	T05A6.8	
WBGene00195776	F37D6.8	
WBGene00195777	D2023.10	
WBGene00195778	PAR2.5	
WBGene00195779	Y71H2AM.27	
